,Strategy,Kelly,BuyAndHold
280,6.3047114389928485,1.3141105267549622,0.13661529750364354
281,6.722114226820951,1.3175142552083192,0.14565989955875294
282,7.620649566050018,1.3505161155936518,0.16513004880731644
283,8.461593279178238,1.387773701939913,0.1833522587632384
284,8.617971508648273,1.3911609979382293,0.18674078154479087
285,8.609353537139624,1.389769836940291,0.182261599807089
286,8.609353537139624,1.389769836940291,0.17686254340166205
287,8.609353537139624,1.389769836940291,0.18353201539598168
288,9.0881414119779,1.4065126168716797,0.1939222259078705
289,9.079053270565922,1.405106104254808,0.19234006448707144
290,9.079053270565922,1.405106104254808,0.1925017606026869
291,8.929489261026989,1.4029435093827731,0.18952307982905084
292,8.920559771765962,1.4015405658733904,0.18995874622315018
293,9.253683581774336,1.4056198427457733,0.1972424056905493
294,9.255723922449189,1.4056402700769164,0.19728589558293427
295,9.24646819852674,1.4042346298068396,0.20035791030059524
296,9.366063948787785,1.4053035709451842,0.20314973925569466
297,9.356697884838997,1.403898267374239,0.21238973597342456
298,9.866570374595181,1.4219709239200886,0.2241758331019277
299,9.856703804220587,1.4205489529961686,0.2289420240459212
300,10.107174071367275,1.4237655819779476,0.23498864823460028
301,9.960816650513085,1.4235736934371057,0.23158588379789594
302,9.95085583386257,1.4221501197436686,0.22418584928150623
303,9.95085583386257,1.4221501197436686,0.2237113622036359
304,9.94131739283103,1.4207326176537225,0.22372063395661484
305,9.931376075438198,1.4193118850360689,0.20672052251157255
306,9.931376075438198,1.4193118850360689,0.1924825620582235
307,9.931376075438198,1.4193118850360689,0.19509103570328376
308,10.338514199144754,1.4239850370960563,0.20328391049270506
309,10.053496424967902,1.4206590217111015,0.19767966924695718
310,10.043442928542934,1.4192383626893903,0.18972956406444097
311,9.915099085497712,1.4171910658580251,0.18749476435457268
312,9.905183986412213,1.415773874792167,0.18665151108342662
313,10.316804268892229,1.4182447079429348,0.19459466139583217
314,10.434480790476726,1.4201788817452246,0.19681426567203442
315,10.42404630968625,1.4187587028634794,0.18684693705299762
316,10.42404630968625,1.4187587028634794,0.1892020451371937
317,10.845590251404952,1.428570655801734,0.1970424963727974
318,10.834744661153547,1.4271420851459322,0.201009856517959
319,11.256937855995602,1.4323836641003274,0.20904353767150635
320,10.512804672431272,1.4263187346540072,0.19522483891159478
